oid,t,lon,lat
2,1443652584,-4.496578,48.382427
0,1443652585,-4.495283,48.115074
4,1443652585,-4.485103,48.381325
0,1443652587,-4.4954286,48.11508
11,1443652589,-4.489275,48.377182
27,1443652590,-4.32412,48.09881
10,1443652592,-4.482267,48.164722
2,1443652594,-4.49658,48.382427
3,1443652595,-4.7591934,48.06138
0,1443652598,-4.496155,48.115093
7,1443652599,-4.45314,48.13059
27,1443652600,-4.3244,48.098804
10,1443652600,-4.481825,48.164795
1,1443652603,-4.4657917,48.382454
4,1443652604,-4.485093,48.38134
3,1443652605,-4.759525,48.061073
0,1443652607,-4.496957,48.115086
22,1443652608,-4.4858065,48.381012
7,1443652609,-4.4536486,48.130207
27,1443652610,-4.3246465,48.0988
10,1443652611,-4.481215,48.164894
0,1443652612,-4.497248,48.115078
1,1443652613,-4.4657817,48.38246
0,1443652614,-4.497395,48.115067
2,1443652614,-4.4965916,48.38242
3,1443652615,-4.7598286,48.060764
4,1443652615,-4.485085,48.381344
5,1443652615,-4.4954133,48.383686
0,1443652617,-4.4976134,48.115047
27,1443652619,-4.324895,48.0988
7,1443652621,-4.453995,48.12976
10,1443652621,-4.480652,48.164955
1,1443652621,-4.465773,48.38247
17,1443652621,-4.514825,48.3695
0,1443652621,-4.497905,48.115032
2,1443652623,-4.49659,48.38242
18,1443652624,-4.4794383,48.38286
4,1443652624,-4.485085,48.381348
0,1443652625,-4.498268,48.114998
3,1443652626,-4.7602,48.060413
0,1443652627,-4.4983416,48.11499
27,1443652628,-4.3251185,48.09878
7,1443652628,-4.454185,48.129425
0,1443652631,-4.498562,48.114967
1,1443652632,-4.46576,48.38248
10,1443652632,-4.480035,48.165012
4,1443652633,-4.4850883,48.381348
0,1443652634,-4.49885,48.114925
2,1443652634,-4.496588,48.38242
3,1443652635,-4.7605467,48.060093
5,1443652636,-4.495405,48.38368
27,1443652638,-4.3254533,48.09874
0,1443652638,-4.4992065,48.114872
9,1443652639,-4.771732,47.90357
7,1443652640,-4.4543386,48.12895
0,1443652641,-4.49935,48.11486
10,1443652642,-4.479473,48.16506
1,1443652643,-4.465747,48.38249
2,1443652644,-4.496585,48.38242
3,1443652644,-4.76082,48.059845
0,1443652644,-4.4995666,48.114853
4,1443652645,-4.4850984,48.381348
20,1443652647,-4.3268266,48.098644
19,1443652648,-4.4859633,48.380653
7,1443652649,-4.4543834,48.12851
10,1443652652,-4.47893,48.165104
0,1443652652,-4.5001383,48.114834
4,1443652654,-4.485105,48.381348
2,1443652654,-4.496585,48.38242
0,1443652655,-4.50035,48.114826
3,1443652655,-4.7612185,48.059486
5,1443652657,-4.495415,48.38367
0,1443652658,-4.5004916,48.114826
7,1443652659,-4.454428,48.12811
21,1443652659,-4.4859333,48.38078
10,1443652662,-4.478453,48.16514
1,1443652663,-4.46573,48.382492
4,1443652664,-4.4851084,48.381348
3,1443652664,-4.7615266,48.05916
0,1443652665,-4.5010734,48.11484
0,1443652668,-4.5012918,48.114838
7,1443652669,-4.45445,48.12762
0,1443652671,-4.5015116,48.114826
10,1443652671,-4.477948,48.165173
2,1443652673,-4.4965916,48.382412
1,1443652673,-4.465727,48.382492
0,1443652674,-4.501732,48.114815
3,1443652674,-4.761825,48.058807
4,1443652675,-4.4851117,48.381344
5,1443652675,-4.4954267,48.383675
0,1443652677,-4.50195,48.1148
27,1443652679,-4.3258915,48.098427
7,1443652679,-4.4544015,48.127228
10,1443652681,-4.477472,48.165203
1,1443652682,-4.465727,48.382492
2,1443652684,-4.496597,48.382412
4,1443652684,-4.485113,48.38134
0,1443652684,-4.5024533,48.114746
3,1443652685,-4.7621083,48.058456
0,1443652687,-4.5026665,48.114716
7,1443652689,-4.4543767,48.12678
9,1443652690,-4.770815,47.901684
38,1443652691,-5.7866917,48.507584
33,1443652692,-4.491925,47.834007
1,1443652692,-4.465727,48.38249
10,1443652692,-4.476925,48.165234
0,1443652692,-4.5030265,48.114685
4,1443652693,-4.48511,48.38134
33,1443652693,-4.491985,47.834045
3,1443652695,-4.7623935,48.058075
0,1443652695,-4.503245,48.114677
24,1443652695,-4.45241,48.384647
24,1443652695,-4.45241,48.384647
23,1443652696,-4.476065,48.33903
5,1443652697,-4.495432,48.383675
33,1443652698,-4.492113,47.83412
0,1443652698,-4.503538,48.114666
37,1443652699,-4.84534,47.764328
7,1443652700,-4.4543486,48.126293
0,1443652702,-4.503755,48.114666
10,1443652702,-4.47642,48.165245
1,1443652703,-4.465727,48.382484
2,1443652704,-4.496605,48.38241
35,1443652704,-4.5017867,47.81836
33,1443652704,-4.4923234,47.834225
0,1443652704,-4.5038967,48.114666
0,1443652704,-4.5038967,48.114666
12,1443652705,-4.3449483,48.118973
3,1443652705,-4.76263,48.057724
4,1443652705,-4.4851065,48.381336
33,1443652707,-4.49248,47.834274
20,1443652707,-4.3268433,48.098625
7,1443652709,-4.454312,48.12584
12,1443652709,-4.34484,48.118935
43,1443652711,-4.494915,47.8387
38,1443652711,-5.7861967,48.508152
0,1443652711,-4.504403,48.11465
37,1443652711,-4.845423,47.76432
10,1443652712,-4.47588,48.165268
1,1443652712,-4.465727,48.38248
4,1443652713,-4.4851017,48.38134
35,1443652713,-4.5019317,47.818733
12,1443652714,-4.344478,48.11878
3,1443652715,-4.76285,48.05742
33,1443652715,-4.4927683,47.834312
0,1443652715,-4.50469,48.114643
0,1443652716,-4.50469,48.114643
0,1443652717,-4.504833,48.11464
35,1443652717,-4.5020065,47.818882
33,1443652718,-4.492895,47.834312
38,1443652718,-5.78609,48.508286
7,1443652719,-4.454302,48.125435
37,1443652721,-4.845515,47.764305
33,1443652721,-4.4929767,47.834305
43,1443652721,-4.494365,47.838634
1,1443652722,-4.4657235,48.38248
10,1443652722,-4.4753633,48.1653
44,1443652722,-4.405297,47.811695
2,1443652724,-4.496595,48.382397
35,1443652724,-4.50211,47.819126
33,1443652724,-4.4931436,47.834282
45,1443652724,-4.4967184,48.382507
3,1443652724,-4.763105,48.05707
4,1443652724,-4.4851,48.38134
44,1443652725,-4.4051185,47.811695
12,1443652726,-4.3439264,48.118507
46,1443652727,-6.301165,48.259983
0,1443652728,-4.5056334,48.11463
7,1443652729,-4.454282,48.124943
10,1443652731,-4.474778,48.165325
37,1443652731,-4.845577,47.764294
43,1443652731,-4.4938316,47.8385
12,1443652732,-4.3436217,48.118366
33,1443652732,-4.49347,47.8342
26,1443652734,-4.4857783,48.37982
3,1443652734,-4.7633667,48.05672
26,1443652735,-4.4857783,48.37982
33,1443652735,-4.493602,47.834126
4,1443652735,-4.4851017,48.381348
33,1443652737,-4.4936466,47.834114
0,1443652737,-4.5062833,48.114594
35,1443652738,-4.502365,47.81974
16,1443652738,-4.512665,48.370834
43,1443652738,-4.4934483,47.838333
7,1443652739,-4.454255,48.124546
10,1443652741,-4.4741964,48.16536
1,1443652741,-4.46572,48.38248
4,1443652743,-4.485105,48.381348
2,1443652744,-4.496587,48.3824
3,1443652745,-4.76361,48.05637
0,1443652747,-4.5070066,48.11457
6,1443652748,-4.4880233,48.377426
7,1443652749,-4.454233,48.12409
1,1443652752,-4.465717,48.382477
10,1443652752,-4.473555,48.165413
2,1443652754,-4.4965835,48.3824
3,1443652754,-4.763837,48.056057
4,1443652754,-4.4851084,48.381348
5,1443652756,-4.4954367,48.38366
0,1443652758,-4.507808,48.114513
7,1443652760,-4.45421,48.123608
10,1443652762,-4.472975,48.16546
2,1443652763,-4.4965835,48.382397
3,1443652765,-4.7641416,48.055653
4,1443652765,-4.4851117,48.381348
31,1443652768,-4.5150933,48.114548
11,1443652769,-4.4892735,48.377167
7,1443652769,-4.454183,48.123165
10,1443652772,-4.472397,48.16552
1,1443652772,-4.4657116,48.382477
4,1443652773,-4.48511,48.381348
2,1443652774,-4.496578,48.3824
3,1443652775,-4.7643485,48.055347
5,1443652776,-4.4954467,48.38365
0,1443652777,-4.5091934,48.114372
7,1443652779,-4.4541717,48.12277
10,1443652781,-4.47188,48.16558
1,1443652782,-4.4657135,48.382477
2,1443652784,-4.4965835,48.3824
4,1443652784,-4.4851084,48.381348
3,1443652784,-4.7645984,48.055008
0,1443652786,-4.5098515,48.114334
0,1443652788,-4.509997,48.11433
22,1443652788,-4.48574,48.381084
7,1443652789,-4.4541283,48.122334
10,1443652791,-4.4712915,48.165607
1,1443652793,-4.465717,48.382473
2,1443652793,-4.4965835,48.3824
3,1443652794,-4.7648635,48.054657
4,1443652795,-4.485113,48.381344
5,1443652795,-4.49545,48.38366
0,1443652795,-4.510575,48.114334
7,1443652799,-4.4540734,48.121895
0,1443652800,-4.5108666,48.114334
10,1443652802,-4.470703,48.165634
17,1443652802,-4.5148067,48.369495
1,1443652802,-4.4657235,48.382473
4,1443652804,-4.48512,48.38134
2,1443652804,-4.496578,48.3824
0,1443652804,-4.5111566,48.114326
18,1443652805,-4.4794383,48.38286
3,1443652805,-4.7651315,48.054314
0,1443652807,-4.5113716,48.114307
7,1443652809,-4.45401,48.121452
31,1443652809,-4.5182185,48.114746
0,1443652811,-4.511667,48.114292
10,1443652812,-4.4700584,48.16568
2,1443652813,-4.496575,48.3824
0,1443652814,-4.5118866,48.114273
3,1443652814,-4.7653565,48.054005
4,1443652815,-4.4851317,48.381332
5,1443652816,-4.495445,48.383656
0,1443652818,-4.5121765,48.114246
7,1443652820,-4.453922,48.120968
0,1443652821,-4.512395,48.114235
10,1443652822,-4.4695315,48.16573
2,1443652823,-4.496575,48.3824
1,1443652823,-4.46573,48.382473
4,1443652825,-4.48513,48.381325
3,1443652825,-4.765585,48.05356
0,1443652825,-4.512755,48.11422
0,1443652829,-4.512972,48.114212
7,1443652829,-4.453853,48.12052
19,1443652829,-4.485968,48.380646
10,1443652832,-4.468887,48.165794
1,1443652832,-4.46573,48.382473
0,1443652832,-4.513183,48.114212
4,1443652833,-4.48512,48.381325
2,1443652834,-4.4965816,48.3824
3,1443652835,-4.7657433,48.053226
0,1443652835,-4.513395,48.114212
5,1443652836,-4.4954414,48.38365
0,1443652837,-4.51354,48.114212
7,1443652839,-4.453797,48.120125
0,1443652841,-4.5138283,48.114216
10,1443652841,-4.4682984,48.16586
1,1443652842,-4.4657316,48.382473
2,1443652844,-4.49658,48.38241
4,1443652844,-4.4851117,48.381325
3,1443652844,-4.765907,48.05287
0,1443652845,-4.5141234,48.114216
0,1443652848,-4.5144167,48.114212
7,1443652848,-4.453727,48.119686
31,1443652849,-4.5212383,48.114994
10,1443652851,-4.467768,48.165947
0,1443652851,-4.5145636,48.11421
2,1443652854,-4.496575,48.38241
3,1443652855,-4.76606,48.05252
5,1443652855,-4.495448,48.38365
4,1443652855,-4.4851065,48.38133
0,1443652857,-4.515005,48.11418
29,1443652858,-4.75397,48.06434
7,1443652859,-4.4536486,48.119263
1,1443652862,-4.465735,48.382465
10,1443652862,-4.467205,48.166054
4,1443652864,-4.485105,48.381332
2,1443652865,-4.496578,48.38241
3,1443652865,-4.766208,48.05216
0,1443652868,-4.5157385,48.11413
7,1443652869,-4.4535766,48.11883
10,1443652872,-4.466592,48.166183
1,1443652872,-4.4657383,48.382465
24,1443652873,-4.452405,48.384632
3,1443652874,-4.7663684,48.051815
4,1443652875,-4.485103,48.381332
23,1443652875,-4.476062,48.339027
5,1443652876,-4.495448,48.383648
0,1443652878,-4.5165567,48.114094
7,1443652878,-4.4535165,48.118393
31,1443652880,-4.52349,48.115192
10,1443652881,-4.4661183,48.16634
2,1443652883,-4.4965935,48.38241
1,1443652883,-4.4657383,48.38246
3,1443652885,-4.766525,48.05138
4,1443652885,-4.4851017,48.381332
7,1443652889,-4.453435,48.11791
0,1443652889,-4.5173817,48.114086
10,1443652892,-4.465582,48.16657
1,1443652892,-4.4657383,48.38246
3,1443652894,-4.766667,48.05106
4,1443652894,-4.4851,48.381336
2,1443652894,-4.4965935,48.38241
5,1443652896,-4.49545,48.38365
0,1443652897,-4.51798,48.11407
7,1443652899,-4.4533634,48.11751
10,1443652902,-4.4650683,48.166718
1,1443652902,-4.4657383,48.38246
0,1443652902,-4.518345,48.11405
0,1443652902,-4.518345,48.11405
4,1443652903,-4.4851,48.38134
0,1443652903,-4.518493,48.114048
2,1443652904,-4.496588,48.382416
3,1443652904,-4.766812,48.05071
25,1443652907,-4.4590917,48.386024
0,1443652908,-4.5188518,48.114006
7,1443652908,-4.4533014,48.117065
10,1443652911,-4.464635,48.166954
0,1443652912,-4.51907,48.113995
1,1443652913,-4.4657383,48.38246
4,1443652914,-4.4851,48.38134
26,1443652915,-4.485795,48.37982
0,1443652915,-4.519358,48.113968
3,1443652915,-4.7669635,48.05036
20,1443652916,-4.3268466,48.09862
0,1443652917,-4.5194316,48.113968
7,1443652919,-4.453222,48.11662
16,1443652919,-4.512665,48.370834
10,1443652922,-4.464238,48.167233
0,1443652922,-4.51979,48.113934
2,1443652923,-4.496588,48.382427
4,1443652923,-4.4851017,48.381344
0,1443652924,-4.5200033,48.113914
15,1443652924,-4.5162067,48.36835
3,1443652925,-4.767122,48.050007
15,1443652928,-4.5162015,48.368355
0,1443652928,-4.520147,48.113907
7,1443652929,-4.453153,48.11618
1,1443652932,-4.4657435,48.382465
10,1443652932,-4.4638267,48.167522
2,1443652933,-4.4965835,48.382427
3,1443652934,-4.767258,48.049686
4,1443652935,-4.485103,48.381344
5,1443652936,-4.495465,48.38365
7,1443652938,-4.45307,48.11574
0,1443652938,-4.5209384,48.113865
10,1443652942,-4.4633718,48.167675
1,1443652943,-4.465745,48.382465
2,1443652944,-4.496585,48.38242
4,1443652945,-4.4851084,48.381348
3,1443652945,-4.7674565,48.049248
11,1443652948,-4.4892683,48.377174
0,1443652949,-4.521732,48.113834
7,1443652949,-4.4529614,48.1153
10,1443652951,-4.4629817,48.167927
1,1443652953,-4.4657483,48.38246
3,1443652954,-4.7676067,48.04892
2,1443652954,-4.49659,48.382412
4,1443652954,-4.4851117,48.381348
20,1443652956,-4.3268385,48.098625
0,1443652957,-4.5223117,48.113827
7,1443652959,-4.4528832,48.114803
10,1443652962,-4.462693,48.168186
1,1443652962,-4.46575,48.38246
4,1443652963,-4.4851165,48.381344
2,1443652964,-4.4965935,48.382412
3,1443652965,-4.767775,48.048553
0,1443652968,-4.523195,48.11381
7,1443652968,-4.4528384,48.1144
22,1443652968,-4.4856715,48.381172
14,1443652969,-4.49716,48.20746
10,1443652971,-4.4624367,48.168365
1,1443652973,-4.46575,48.382454
4,1443652974,-4.4851184,48.38134
3,1443652975,-4.767938,48.048195
0,1443652977,-4.523792,48.11378
7,1443652979,-4.452765,48.113956
10,1443652981,-4.462157,48.168587
0,1443652981,-4.524085,48.113758
0,1443652981,-4.524085,48.113758
1,1443652982,-4.4657483,48.382454
17,1443652983,-4.514818,48.369465
2,1443652983,-4.4965982,48.382412
0,1443652984,-4.5243,48.113735
3,1443652985,-4.768105,48.047825
4,1443652985,-4.48512,48.381332
18,1443652985,-4.479437,48.38286
0,1443652987,-4.5245185,48.11371
7,1443652989,-4.452367,48.113644
0,1443652991,-4.52481,48.113686
1,1443652992,-4.4657416,48.382446
33,1443652992,-4.491695,47.832558
10,1443652992,-4.4617834,48.168854
3,1443652994,-4.7682366,48.04751
0,1443652994,-4.525028,48.113674
33,1443652994,-4.491687,47.83251
4,1443652995,-4.4851165,48.381325
0,1443652995,-4.525028,48.113674
5,1443652997,-4.4954567,48.383675
33,1443652998,-4.491647,47.83242
0,1443652998,-4.5253215,48.113667
7,1443652998,-4.451795,48.113506
27,1443652999,-4.3256717,48.09816
0,1443653001,-4.5256166,48.113667
33,1443653001,-4.49161,47.83236
10,1443653002,-4.4613566,48.16899
0,1443653002,-4.5256166,48.113667
33,1443653004,-4.4915867,47.8323
2,1443653004,-4.4966035,48.382427
1,1443653004,-4.465737,48.382446
0,1443653004,-4.5257635,48.113667
3,1443653005,-4.7684317,48.047096
47,1443653005,-4.3777885,47.817726
4,1443653005,-4.4851165,48.381325
48,1443653006,-4.3263717,48.09828
5,1443653006,-4.49546,48.38368
33,1443653007,-4.49154,47.832226
19,1443653009,-4.485985,48.380646
7,1443653009,-4.4511733,48.11355
19,1443653009,-4.485985,48.380646
10,1443653011,-4.46083,48.169075
37,1443653011,-4.84794,47.764206
33,1443653011,-4.4915085,47.832184
0,1443653012,-4.526348,48.113663
0,1443653012,-4.526348,48.113663
1,1443653013,-4.4657316,48.382446
33,1443653014,-4.491492,47.832146
3,1443653014,-4.7685833,48.04678
2,1443653014,-4.4966035,48.382435
5,1443653015,-4.4954634,48.38368
49,1443653015,-4.378568,47.81626
33,1443653017,-4.491475,47.832115
0,1443653017,-4.5267835,48.113647
41,1443653018,-4.4688835,47.79793
21,1443653019,-4.485942,48.380768
7,1443653019,-4.4505,48.113632
33,1443653021,-4.49147,47.832108
41,1443653021,-4.4689417,47.79777
0,1443653021,-4.52707,48.11362
10,1443653021,-4.4603186,48.169273
1,1443653022,-4.465727,48.382446
35,1443653023,-4.5069885,47.83145
4,1443653023,-4.4851284,48.381313
2,1443653024,-4.4965982,48.382435
3,1443653025,-4.76874,48.046425
0,1443653025,-4.527213,48.1136
7,1443653028,-4.44995,48.11368
0,1443653028,-4.5275717,48.11356
33,1443653030,-4.491493,47.832073
10,1443653031,-4.45995,48.16947
0,1443653031,-4.5277133,48.113544
0,1443653031,-4.5277133,48.113544
1,1443653032,-4.465725,48.382442
2,1443653033,-4.496597,48.382435
35,1443653033,-4.507203,47.831844
4,1443653034,-4.4851384,48.381306
3,1443653034,-4.7689266,48.046074
50,1443653034,-3.952435,47.74169
0,1443653035,-4.5279965,48.113506
0,1443653035,-4.5279965,48.113506
0,1443653037,-4.5281367,48.113495
35,1443653037,-4.50729,47.831993
7,1443653038,-4.449335,48.113735
10,1443653041,-4.4595065,48.169613
0,1443653041,-4.5284185,48.113464
1,1443653042,-4.4657235,48.382446
2,1443653043,-4.4965935,48.38244
0,1443653044,-4.5286317,48.11344
3,1443653045,-4.7691016,48.045685
4,1443653045,-4.485145,48.381306
5,1443653046,-4.4954667,48.38368
0,1443653047,-4.528845,48.11342
7,1443653049,-4.44872,48.113785
24,1443653051,-4.452397,48.384655
1,1443653052,-4.465725,48.382446
10,1443653052,-4.4590783,48.169506
2,1443653053,-4.4965916,48.38244
4,1443653054,-4.48514,48.381313
3,1443653054,-4.769223,48.045406
5,1443653056,-4.4954634,48.383675
0,1443653058,-4.5296283,48.113335
7,1443653059,-4.4481015,48.113865
10,1443653061,-4.458852,48.169266
1,1443653061,-4.465725,48.382446
2,1443653064,-4.4965916,48.382435
3,1443653064,-4.769397,48.045048
4,1443653065,-4.485135,48.381313
5,1443653066,-4.495455,48.383675
0,1443653068,-4.5303335,48.11326
7,1443653069,-4.4475117,48.114002
10,1443653071,-4.458625,48.168926
0,1443653071,-4.53062,48.113255
1,1443653073,-4.465725,48.382454
2,1443653074,-4.4965916,48.38244
3,1443653074,-4.769572,48.044655
0,1443653074,-4.5308366,48.11326
4,1443653075,-4.48513,48.381306
5,1443653075,-4.4954433,48.38367
0,1443653077,-4.5310535,48.11326
7,1443653079,-4.446905,48.11422
10,1443653081,-4.458393,48.16858
1,1443653082,-4.465727,48.382454
4,1443653083,-4.4851284,48.381306
0,1443653084,-4.531485,48.113255
2,1443653084,-4.496588,48.382442
3,1443653085,-4.7697215,48.044304
5,1443653086,-4.4954433,48.383663
7,1443653088,-4.4464035,48.1144
0,1443653088,-4.531843,48.113255
10,1443653091,-4.458172,48.16823
1,1443653092,-4.465727,48.382454
0,1443653092,-4.5319867,48.113255
2,1443653093,-4.496587,48.382442
3,1443653094,-4.7698917,48.04394
4,1443653094,-4.4851265,48.381313
26,1443653095,-4.4857616,48.37984
0,1443653095,-4.532345,48.11326
5,1443653097,-4.49544,48.383667
0,1443653097,-4.532417,48.11326
7,1443653098,-4.445842,48.114586
20,1443653098,-4.3268285,48.098648
16,1443653099,-4.512665,48.370834
1,1443653102,-4.465727,48.382454
10,1443653102,-4.457987,48.16786
15,1443653103,-4.516188,48.368355
2,1443653103,-4.4965916,48.38244
3,1443653105,-4.770065,48.043545
4,1443653105,-4.485123,48.38132
5,1443653106,-4.495435,48.383667
0,1443653107,-4.5331416,48.11324
6,1443653108,-4.4880433,48.377426
7,1443653109,-4.445275,48.114765
10,1443653112,-4.457852,48.167446
1,1443653112,-4.465727,48.382454
2,1443653114,-4.4965916,48.38244
3,1443653114,-4.770193,48.04326
4,1443653114,-4.4851265,48.38132
5,1443653116,-4.495435,48.383675
0,1443653118,-4.5339384,48.113205
0,1443653118,-4.5339384,48.113205
7,1443653119,-4.4447184,48.11496
10,1443653121,-4.45781,48.167114
1,1443653121,-4.465725,48.382454
0,1443653121,-4.5341516,48.113186
2,1443653124,-4.496595,48.382435
3,1443653124,-4.7703385,48.0429
0,1443653124,-4.5343666,48.113167
4,1443653125,-4.485125,48.38132
5,1443653126,-4.4954333,48.383675
11,1443653128,-4.4892483,48.377174
10,1443653131,-4.457815,48.166733
1,1443653133,-4.465725,48.382454
3,1443653134,-4.77048,48.0425
4,1443653135,-4.4851184,48.381325
0,1443653138,-4.5353785,48.113052
7,1443653139,-4.44353,48.115326
10,1443653141,-4.4578967,48.16634
1,1443653142,-4.465725,48.382454
4,1443653143,-4.485113,48.381325
2,1443653144,-4.496595,48.382435
0,1443653144,-4.535815,48.11302
3,1443653145,-4.7705965,48.042137
48,1443653146,-4.3264284,48.098255
14,1443653148,-4.497162,48.207268
7,1443653148,-4.44302,48.115486
22,1443653149,-4.485727,48.38108
10,1443653151,-4.4580336,48.165928
1,1443653152,-4.46572,48.382454
2,1443653153,-4.4966,48.38244
4,1443653154,-4.485113,48.381325
3,1443653156,-4.77071,48.04174
5,1443653157,-4.4954367,48.383675
0,1443653158,-4.536743,48.112934
10,1443653161,-4.458215,48.165546
1,1443653162,-4.46572,48.382454
17,1443653162,-4.514865,48.369514
2,1443653163,-4.4966,48.38244
18,1443653164,-4.479435,48.38286
4,1443653165,-4.4851117,48.381325
3,1443653165,-4.770815,48.041378
5,1443653166,-4.495438,48.383667
0,1443653167,-4.537453,48.112896
0,1443653167,-4.537453,48.112896
7,1443653169,-4.441875,48.115833
0,1443653170,-4.537667,48.11289
10,1443653171,-4.458502,48.16519
1,1443653172,-4.46572,48.382454
2,1443653174,-4.4965982,48.38244
0,1443653174,-4.537958,48.112904
4,1443653174,-4.4851117,48.381332
3,1443653174,-4.770905,48.041054
5,1443653176,-4.495448,48.383667
0,1443653178,-4.53832,48.112907
1,1443653181,-4.46572,48.382454
10,1443653181,-4.458783,48.164852
0,1443653181,-4.538465,48.112907
3,1443653184,-4.7710166,48.04072
2,1443653184,-4.4966035,48.382435
4,1443653185,-4.485113,48.381336
0,1443653185,-4.5386815,48.1129
19,1443653189,-4.4859734,48.380653
7,1443653189,-4.440738,48.116196
10,1443653191,-4.4590883,48.164513
1,1443653194,-4.46572,48.382454
3,1443653194,-4.7711267,48.04032
4,1443653195,-4.485115,48.381336
5,1443653197,-4.495465,48.38366
0,1443653198,-4.53969,48.11286
7,1443653199,-4.44012,48.116413
10,1443653201,-4.4594016,48.16418
1,1443653202,-4.46572,48.382454
4,1443653203,-4.485115,48.381336
2,1443653204,-4.496605,48.38242
3,1443653204,-4.771205,48.03995
20,1443653207,-4.3268466,48.09862
7,1443653208,-4.439625,48.11661
0,1443653208,-4.540485,48.112846
0,1443653211,-4.5407,48.11283
10,1443653211,-4.459708,48.16385
0,1443653211,-4.5406284,48.112835
1,1443653212,-4.4657235,48.382465
4,1443653214,-4.485113,48.38134
0,1443653215,-4.5409117,48.11281
3,1443653216,-4.7713017,48.039555
5,1443653217,-4.4954715,48.38365
0,1443653217,-4.5410533,48.112793
10,1443653221,-4.460015,48.16354
2,1443653223,-4.4966,48.382416
0,1443653224,-4.541545,48.112732
3,1443653225,-4.771372,48.039192
4,1443653225,-4.48511,48.38134
7,1443653228,-4.4385667,48.11709
0,1443653228,-4.541825,48.112705
24,1443653229,-4.452407,48.384636
10,1443653231,-4.4603233,48.163227
1,1443653232,-4.46572,48.382473
2,1443653233,-4.49659,48.38242
4,1443653234,-4.485103,48.381344
3,1443653234,-4.7714415,48.038864
5,1443653236,-4.4954634,48.38366
23,1443653236,-4.476197,48.33905
0,1443653238,-4.542607,48.11264
7,1443653239,-4.43796,48.117325
1,1443653241,-4.4657183,48.38247
10,1443653241,-4.46061,48.16292
3,1443653244,-4.7714934,48.03853
4,1443653245,-4.4851,48.381344
0,1443653249,-4.5432534,48.112606
10,1443653252,-4.4609265,48.16259
1,1443653253,-4.4657235,48.382477
2,1443653254,-4.4965816,48.38241
0,1443653254,-4.54361,48.112595
3,1443653254,-4.7715716,48.038155
0,1443653255,-4.543822,48.11259
4,1443653255,-4.485103,48.38134
5,1443653257,-4.49546,48.38365
0,1443653259,-4.544035,48.112595
7,1443653259,-4.4368935,48.117783
0,1443653261,-4.5441766,48.11259
10,1443653261,-4.461203,48.16232
1,1443653262,-4.4657235,48.38248
0,1443653264,-4.54439,48.112587
3,1443653264,-4.7716484,48.0378
2,1443653264,-4.4965816,48.3824
4,1443653265,-4.485105,48.38134
25,1443653266,-4.459205,48.38606
5,1443653268,-4.495458,48.383656
0,1443653268,-4.5447435,48.11257
7,1443653268,-4.4364066,48.117985
0,1443653270,-4.544813,48.11257
1,1443653272,-4.46572,48.38248
2,1443653273,-4.4965835,48.38241
26,1443653274,-4.485775,48.37985
4,1443653274,-4.4851117,48.381332
0,1443653275,-4.5451665,48.112556
3,1443653276,-4.771722,48.037407
5,1443653277,-4.4954615,48.38366
0,1443653277,-4.54531,48.112553
7,1443653278,-4.4358783,48.118225
10,1443653281,-4.46198,48.161854
1,1443653282,-4.4657183,48.382473
16,1443653282,-4.512665,48.370834
4,1443653285,-4.4851184,48.38133
3,1443653285,-4.7717934,48.03705
15,1443653285,-4.5161715,48.368347
7,1443653288,-4.43533,48.118454
0,1443653288,-4.5461035,48.11256
0,1443653291,-4.546315,48.11254
41,1443653291,-4.472275,47.78697
43,1443653291,-4.4842315,47.832333
12,1443653292,-4.3200765,48.102016
37,1443653293,-4.849712,47.764374
4,1443653294,-4.485123,48.38133
35,1443653294,-4.513418,47.84212
38,1443653294,-5.77325,48.524155
3,1443653295,-4.7718534,48.03672
0,1443653295,-4.546602,48.112507
0,1443653295,-4.546602,48.112507
35,1443653297,-4.513457,47.8422
5,1443653297,-4.4954615,48.383667
43,1443653298,-4.4844985,47.83215
0,1443653299,-4.5468884,48.11248
31,1443653299,-4.5537767,48.115746
7,1443653299,-4.434738,48.118683
36,1443653300,-4.484895,48.378952
51,1443653300,-6.1354766,48.8935
1,1443653301,-4.465705,48.38247
10,1443653302,-4.4630466,48.16157
12,1443653302,-4.319968,48.101635
0,1443653302,-4.5471015,48.112453
35,1443653303,-4.5136185,47.842495
3,1443653304,-4.771907,48.036392
0,1443653304,-4.5472417,48.112434
51,1443653304,-6.1354117,48.89377
0,1443653304,-4.5472417,48.112434
4,1443653305,-4.485123,48.38133
12,1443653305,-4.319948,48.10153
51,1443653306,-6.1353683,48.893894
51,1443653307,-6.135337,48.894028
35,1443653307,-4.5136933,47.842678
43,1443653309,-4.4849315,47.831867
7,1443653309,-4.434245,48.11886
11,1443653310,-4.4892635,48.37718
11,1443653310,-4.4892635,48.37718
51,1443653310,-6.1352983,48.89416
0,1443653311,-4.5478034,48.112362
1,1443653311,-4.4656982,48.38246
12,1443653311,-4.3199215,48.101353
35,1443653314,-4.5138865,47.84292
3,1443653315,-4.7719865,48.035988
4,1443653315,-4.4851184,48.381325
0,1443653315,-4.548013,48.112343
12,1443653315,-4.3199034,48.10121
51,1443653316,-6.135188,48.894558
5,1443653317,-4.4954534,48.383667
51,1443653318,-6.1351533,48.894688
7,1443653320,-4.4336233,48.11907
0,1443653320,-4.5484385,48.11232
13,1443653321,-4.48997,48.379265
